index,valence,seconds,words,polarity,image_valence,emo_watson,opensmile_valence,opensmile_arousal
0,0.0,0.0,hello,0.0,0.70393884,0.0,0.24,0.18
1,0.1,0.04,hello,0.0,0.70393884,0.0,0.24,0.18
2,0.1,0.08,hello,0.0,0.70393884,0.0,0.24,0.18
3,0.2,0.12,hello,0.0,0.70393884,0.0,0.24,0.18
4,0.2,0.16,hello,0.0,0.70393884,0.0,0.24,0.18
5,0.2,0.2,hello,0.0,0.70393884,0.0,0.24,0.18
6,0.2,0.24,hello,0.0,0.70393884,0.0,0.24,0.18
7,0.2,0.28,hello,0.0,0.70393884,0.0,0.24,0.18
8,0.2,0.32,hello,0.0,0.70393884,0.0,0.24,0.18
9,0.2,0.36,hello,0.0,0.70393884,0.0,0.24,0.18
10,0.2,0.4,hello,0.0,0.70393884,0.0,0.24,0.18
11,0.1,0.44,hello,0.0,0.70393884,0.0,0.24,0.18
12,0.1,0.48,hello,0.0,0.70393884,0.0,0.24,0.18
13,0.0,0.52,how,0.0,0.70393884,0.0,0.24,0.18
14,0.0,0.56,how,0.0,0.70393884,0.0,0.24,0.18
15,0.0,0.6,how,0.0,0.70393884,0.0,0.24,0.18
16,0.0,0.64,how,0.0,0.70393884,0.0,0.24,0.18
17,0.0,0.68,how,0.0,0.70393884,0.0,0.24,0.18
18,0.0,0.72,you,0.0,0.70393884,0.0,0.24,0.18
19,0.0,0.76,you,0.0,0.70393884,0.0,0.24,0.18
20,0.2,0.8,you,0.0,0.70393884,0.0,0.24,0.18
21,0.2,0.84,you,0.0,0.70393884,0.0,0.24,0.18
22,0.2,0.88,you,0.0,0.70393884,0.0,0.24,0.18
23,0.2,0.92,thanks,0.2,0.70393884,0.8804350000000001,0.24,0.18
24,0.2,0.96,thanks,0.2,0.70393884,0.8804350000000001,0.24,0.18
25,0.2,1.0,thanks,0.2,0.70393884,0.8804350000000001,0.24,0.18
26,0.2,1.04,thanks,0.2,0.7111188,0.8804350000000001,0.24,0.18
27,0.2,1.08,thanks,0.2,0.7111188,0.8804350000000001,0.24,0.18
28,0.2,1.12,thanks,0.2,0.7111188,0.8804350000000001,0.24,0.18
29,0.2,1.16,thanks,0.2,0.7111188,0.8804350000000001,0.24,0.18
30,0.2,1.2,thanks,0.2,0.7111188,0.8804350000000001,0.24,0.18
31,0.2,1.24,thanks,0.2,0.7111188,0.8804350000000001,0.24,0.18
32,0.2,1.28,thanks,0.2,0.7111188,0.8804350000000001,0.24,0.18
33,0.2,1.32,thanks,0.2,0.7111188,0.8804350000000001,0.17,0.13
34,0.2,1.36,thanks,0.2,0.7111188,0.8804350000000001,0.17,0.13
35,0.2,1.4,thanks,0.2,0.7111188,0.8804350000000001,0.17,0.13
36,0.2,1.44,thanks,0.2,0.7111188,0.8804350000000001,0.17,0.13
37,0.2,1.48,thanks,0.2,0.7111188,0.8804350000000001,0.17,0.13
38,0.1,1.52,thanks,0.2,0.7111188,0.8804350000000001,0.17,0.13
39,0.1,1.56,thanks,0.2,0.7111188,0.8804350000000001,0.17,0.13
40,0.0,1.6,thanks,0.2,0.7111188,0.8804350000000001,0.17,0.13
41,0.0,1.64,thanks,0.2,0.7111188,0.8804350000000001,0.17,0.13
42,0.0,1.68,thanks,0.2,0.7111188,0.8804350000000001,0.17,0.13
43,0.0,1.72,thanks,0.2,0.7111188,0.8804350000000001,0.17,0.13
44,0.0,1.76,thanks,0.2,0.7111188,0.8804350000000001,0.17,0.13
45,0.0,1.8,thanks,0.2,0.7111188,0.8804350000000001,0.38,0.32
46,0.0,1.84,thanks,0.2,0.7111188,0.8804350000000001,0.38,0.32
47,0.0,1.88,thanks,0.2,0.7111188,0.8804350000000001,0.38,0.32
48,0.0,1.92,thanks,0.2,0.7111188,0.8804350000000001,0.38,0.32
49,0.0,1.96,thanks,0.2,0.7111188,0.8804350000000001,0.38,0.32
50,0.0,2.0,thanks,0.2,0.7111188,0.8804350000000001,0.38,0.32
51,0.1,2.04,thanks,0.2,0.7189810000000001,0.8804350000000001,0.38,0.32
52,0.1,2.08,thanks,0.2,0.7189810000000001,0.8804350000000001,0.38,0.32
53,0.2,2.12,thanks,0.2,0.7189810000000001,0.8804350000000001,0.38,0.32
54,0.2,2.16,thanks,0.2,0.7189810000000001,0.8804350000000001,0.38,0.32
55,0.2,2.2,thanks,0.2,0.7189810000000001,0.8804350000000001,0.38,0.32
56,0.2,2.24,thanks,0.2,0.7189810000000001,0.8804350000000001,0.38,0.32
57,0.1,2.28,thanks,0.2,0.7189810000000001,0.8804350000000001,0.38,0.32
58,0.1,2.32,thanks,0.2,0.7189810000000001,0.8804350000000001,0.38,0.32
59,0.1,2.36,thanks,0.2,0.7189810000000001,0.8804350000000001,0.38,0.32
60,0.1,2.4,thanks,0.2,0.7189810000000001,0.8804350000000001,0.38,0.32
