index,valence,seconds,words,polarity,image_valence,emo_watson,opensmile_valence,opensmile_arousal
0,0.0,0.0,yeah,-0.11333333333333329,0.6794824,-0.5146470000000001,0.02,0.62
1,0.3,0.04,yeah,-0.11333333333333329,0.6794824,-0.5146470000000001,0.02,0.62
2,0.4,0.08,yeah,-0.11333333333333329,0.6794824,-0.5146470000000001,0.02,0.62
3,0.4,0.12,yeah,-0.11333333333333329,0.6794824,-0.5146470000000001,0.02,0.62
4,0.4,0.16,yeah,-0.11333333333333329,0.6794824,-0.5146470000000001,0.02,0.62
5,0.4,0.2,yeah,-0.11333333333333329,0.6794824,-0.5146470000000001,0.02,0.62
6,0.2,0.24,yeah,-0.11333333333333329,0.6794824,-0.5146470000000001,0.02,0.62
7,0.0,0.28,yeah,-0.11333333333333329,0.6794824,-0.5146470000000001,0.02,0.62
8,0.0,0.32,yeah,-0.11333333333333329,0.6794824,-0.5146470000000001,0.02,0.62
9,0.0,0.36,yeah,-0.11333333333333329,0.6794824,-0.5146470000000001,0.02,0.62
10,0.0,0.4,yeah,-0.11333333333333329,0.6794824,-0.5146470000000001,0.02,0.62
11,0.0,0.44,yeah,-0.11333333333333329,0.6794824,-0.5146470000000001,0.02,0.62
12,0.0,0.48,yeah,-0.11333333333333329,0.6794824,-0.5146470000000001,0.02,0.62
13,0.0,0.52,yeah,-0.11333333333333329,0.6794824,-0.5146470000000001,0.02,0.62
14,0.0,0.56,yeah,-0.11333333333333329,0.6794824,-0.5146470000000001,0.02,0.62
15,0.0,0.6,yeah,-0.11333333333333329,0.6794824,-0.5146470000000001,0.02,0.62
16,0.0,0.64,yeah,-0.11333333333333329,0.6794824,-0.5146470000000001,0.02,0.62
17,0.0,0.68,yeah,-0.11333333333333329,0.6794824,-0.5146470000000001,0.02,0.62
18,0.0,0.72,i,-0.11333333333333329,0.6794824,-0.5146470000000001,0.02,0.62
19,0.0,0.76,i,-0.11333333333333329,0.6794824,-0.5146470000000001,0.02,0.62
20,0.0,0.8,i,-0.11333333333333329,0.6794824,-0.5146470000000001,0.02,0.62
21,0.0,0.84,i,-0.11333333333333329,0.6794824,-0.5146470000000001,0.02,0.62
22,0.0,0.88,i,-0.11333333333333329,0.6794824,-0.5146470000000001,0.02,0.62
23,0.0,0.92,i,-0.11333333333333329,0.6794824,-0.5146470000000001,0.02,0.62
24,0.0,0.96,i,-0.11333333333333329,0.6794824,-0.5146470000000001,0.02,0.62
25,0.0,1.0,i,-0.11333333333333329,0.6794824,-0.5146470000000001,0.02,0.62
26,0.0,1.04,i,-0.11333333333333329,0.5706569,-0.5146470000000001,0.02,0.62
27,0.0,1.08,i,-0.11333333333333329,0.5706569,-0.5146470000000001,0.02,0.62
28,0.0,1.12,i,-0.11333333333333329,0.5706569,-0.5146470000000001,0.02,0.62
29,0.0,1.16,i,-0.11333333333333329,0.5706569,-0.5146470000000001,0.02,0.62
30,0.0,1.2,i,-0.11333333333333329,0.5706569,-0.5146470000000001,0.02,0.62
31,0.0,1.24,i,-0.11333333333333329,0.5706569,-0.5146470000000001,0.28,0.68
32,0.0,1.28,i,-0.11333333333333329,0.5706569,-0.5146470000000001,0.28,0.68
33,0.0,1.32,i,-0.11333333333333329,0.5706569,-0.5146470000000001,0.28,0.68
34,0.0,1.36,i,-0.11333333333333329,0.5706569,-0.5146470000000001,0.28,0.68
35,0.0,1.4,i,-0.11333333333333329,0.5706569,-0.5146470000000001,0.28,0.68
36,0.0,1.44,i,-0.11333333333333329,0.5706569,-0.5146470000000001,0.28,0.68
37,0.0,1.48,i,-0.11333333333333329,0.5706569,-0.5146470000000001,0.28,0.68
38,0.0,1.52,i,-0.11333333333333329,0.5706569,-0.5146470000000001,0.28,0.68
39,0.0,1.56,i,-0.11333333333333329,0.5706569,-0.5146470000000001,0.28,0.68
40,0.0,1.6,i,-0.11333333333333329,0.5706569,-0.5146470000000001,0.28,0.68
41,0.0,1.64,i,-0.11333333333333329,0.5706569,-0.5146470000000001,0.28,0.68
42,0.0,1.68,i,-0.11333333333333329,0.5706569,-0.5146470000000001,0.28,0.68
43,0.0,1.72,i,-0.11333333333333329,0.5706569,-0.5146470000000001,0.28,0.68
44,0.0,1.76,i,-0.11333333333333329,0.5706569,-0.5146470000000001,0.28,0.68
45,0.0,1.8,i,-0.11333333333333329,0.5706569,-0.5146470000000001,0.28,0.68
46,0.0,1.84,i,-0.11333333333333329,0.5706569,-0.5146470000000001,0.28,0.68
47,0.0,1.88,i,-0.11333333333333329,0.5706569,-0.5146470000000001,0.28,0.68
48,0.0,1.92,i,-0.11333333333333329,0.5706569,-0.5146470000000001,0.28,0.68
49,0.0,1.96,i,-0.11333333333333329,0.5706569,-0.5146470000000001,0.28,0.68
50,0.0,2.0,i,-0.11333333333333329,0.5706569,-0.5146470000000001,0.28,0.68
51,0.0,2.04,i,-0.11333333333333329,0.67015254,-0.5146470000000001,0.28,0.68
52,0.0,2.08,i,-0.11333333333333329,0.67015254,-0.5146470000000001,0.28,0.68
53,0.0,2.12,i,-0.11333333333333329,0.67015254,-0.5146470000000001,0.28,0.68
54,0.0,2.16,i,-0.11333333333333329,0.67015254,-0.5146470000000001,0.28,0.68
55,0.0,2.2,i,-0.11333333333333329,0.67015254,-0.5146470000000001,0.28,0.68
56,0.0,2.24,i,-0.11333333333333329,0.67015254,-0.5146470000000001,0.28,0.68
57,0.0,2.28,i,-0.11333333333333329,0.67015254,-0.5146470000000001,0.28,0.68
58,0.0,2.32,i,-0.11333333333333329,0.67015254,-0.5146470000000001,0.28,0.68
59,0.0,2.36,i,-0.11333333333333329,0.67015254,-0.5146470000000001,0.28,0.68
60,0.0,2.4,i,-0.11333333333333329,0.67015254,-0.5146470000000001,0.28,0.68
61,0.0,2.44,i,-0.11333333333333329,0.67015254,-0.5146470000000001,0.28,0.68
62,0.0,2.48,i,-0.11333333333333329,0.67015254,-0.5146470000000001,0.28,0.68
63,0.0,2.52,i,-0.11333333333333329,0.67015254,-0.5146470000000001,0.28,0.68
64,0.0,2.56,i,-0.11333333333333329,0.67015254,-0.5146470000000001,0.28,0.68
65,0.0,2.6,i,-0.11333333333333329,0.67015254,-0.5146470000000001,0.28,0.68
66,0.0,2.64,i,-0.11333333333333329,0.67015254,-0.5146470000000001,0.28,0.68
67,0.0,2.68,i,-0.11333333333333329,0.67015254,-0.5146470000000001,0.28,0.68
68,0.0,2.72,i,-0.11333333333333329,0.67015254,-0.5146470000000001,0.28,0.68
69,0.0,2.76,i,-0.11333333333333329,0.67015254,-0.5146470000000001,0.28,0.68
70,0.0,2.8,i,-0.11333333333333329,0.67015254,-0.5146470000000001,0.28,0.68
71,0.0,2.84,i,-0.11333333333333329,0.67015254,-0.5146470000000001,0.28,0.68
72,0.0,2.88,i,-0.11333333333333329,0.67015254,-0.5146470000000001,0.28,0.68
73,0.0,2.92,i,-0.11333333333333329,0.67015254,-0.5146470000000001,0.28,0.68
74,0.0,2.96,i,-0.11333333333333329,0.67015254,-0.5146470000000001,0.28,0.68
75,0.0,3.0,i,-0.11333333333333329,0.67015254,-0.5146470000000001,0.28,0.68
76,0.0,3.04,i,-0.11333333333333329,0.5693826999999999,-0.5146470000000001,0.28,0.68
77,0.0,3.08,i,-0.11333333333333329,0.5693826999999999,-0.5146470000000001,0.28,0.68
78,0.0,3.12,i,-0.11333333333333329,0.5693826999999999,-0.5146470000000001,0.28,0.68
79,0.0,3.16,i,-0.11333333333333329,0.5693826999999999,-0.5146470000000001,0.28,0.68
80,0.0,3.2,i,-0.11333333333333329,0.5693826999999999,-0.5146470000000001,0.28,0.68
81,0.0,3.24,i,-0.11333333333333329,0.5693826999999999,-0.5146470000000001,0.28,0.68
82,0.0,3.28,i,-0.11333333333333329,0.5693826999999999,-0.5146470000000001,0.28,0.68
83,0.0,3.32,i,-0.11333333333333329,0.5693826999999999,-0.5146470000000001,0.28,0.68
84,0.0,3.36,i,-0.11333333333333329,0.5693826999999999,-0.5146470000000001,0.28,0.68
85,0.0,3.4,i,-0.11333333333333329,0.5693826999999999,-0.5146470000000001,0.28,0.68
86,0.0,3.44,i,-0.11333333333333329,0.5693826999999999,-0.5146470000000001,0.28,0.68
87,0.0,3.48,i,-0.11333333333333329,0.5693826999999999,-0.5146470000000001,0.28,0.68
88,0.0,3.52,i,-0.11333333333333329,0.5693826999999999,-0.5146470000000001,0.28,0.68
89,0.0,3.56,i,-0.11333333333333329,0.5693826999999999,-0.5146470000000001,0.28,0.68
90,0.0,3.6,i,-0.11333333333333329,0.5693826999999999,-0.5146470000000001,0.28,0.68
91,0.0,3.64,i,-0.11333333333333329,0.5693826999999999,-0.5146470000000001,0.28,0.68
92,0.0,3.68,i,-0.11333333333333329,0.5693826999999999,-0.5146470000000001,0.21,0.99
93,0.0,3.72,was,-0.11333333333333329,0.5693826999999999,-0.5146470000000001,0.21,0.99
94,0.0,3.76,was,-0.11333333333333329,0.5693826999999999,-0.5146470000000001,0.21,0.99
95,0.0,3.8,was,-0.11333333333333329,0.5693826999999999,-0.5146470000000001,0.21,0.99
96,0.0,3.84,was,-0.11333333333333329,0.5693826999999999,-0.5146470000000001,0.21,0.99
97,0.0,3.88,was,-0.11333333333333329,0.5693826999999999,-0.5146470000000001,0.21,0.99
98,0.0,3.92,was,-0.11333333333333329,0.5693826999999999,-0.5146470000000001,0.21,0.99
99,0.0,3.96,was,-0.11333333333333329,0.5693826999999999,-0.5146470000000001,0.21,0.99
100,0.0,4.0,these,-0.11333333333333329,0.5693826999999999,-0.5146470000000001,0.21,0.99
101,0.0,4.04,these,-0.11333333333333329,0.6076703,-0.5146470000000001,0.21,0.99
102,0.0,4.08,these,-0.11333333333333329,0.6076703,-0.5146470000000001,0.21,0.99
103,0.0,4.12,these,-0.11333333333333329,0.6076703,-0.5146470000000001,0.21,0.99
104,0.0,4.16,these,-0.11333333333333329,0.6076703,-0.5146470000000001,0.21,0.99
105,0.0,4.2,these,-0.11333333333333329,0.6076703,-0.5146470000000001,0.21,0.99
106,0.0,4.24,these,-0.11333333333333329,0.6076703,-0.5146470000000001,0.21,0.99
107,0.0,4.28,these,-0.11333333333333329,0.6076703,-0.5146470000000001,0.21,0.99
108,0.0,4.32,these,-0.11333333333333329,0.6076703,-0.5146470000000001,0.21,0.99
109,0.0,4.36,these,-0.11333333333333329,0.6076703,-0.5146470000000001,0.21,0.99
110,0.0,4.4,days,-0.11333333333333329,0.6076703,-0.5146470000000001,0.21,0.99
111,0.0,4.44,days,-0.11333333333333329,0.6076703,-0.5146470000000001,0.21,0.99
112,0.0,4.48,days,-0.11333333333333329,0.6076703,-0.5146470000000001,0.21,0.99
113,0.0,4.52,days,-0.11333333333333329,0.6076703,-0.5146470000000001,0.21,0.99
114,0.0,4.56,days,-0.11333333333333329,0.6076703,-0.5146470000000001,0.21,0.99
115,0.0,4.6,days,-0.11333333333333329,0.6076703,-0.5146470000000001,0.21,0.99
116,0.0,4.64,days,-0.11333333333333329,0.6076703,-0.5146470000000001,0.21,0.99
117,0.0,4.68,days,-0.11333333333333329,0.6076703,-0.5146470000000001,0.21,0.99
118,0.0,4.72,about,-0.11333333333333329,0.6076703,-0.5146470000000001,0.21,0.99
119,0.0,4.76,about,-0.11333333333333329,0.6076703,-0.5146470000000001,0.21,0.99
120,0.0,4.8,about,-0.11333333333333329,0.6076703,-0.5146470000000001,0.21,0.99
121,0.0,4.84,about,-0.11333333333333329,0.6076703,-0.5146470000000001,0.21,0.99
122,0.0,4.88,about,-0.11333333333333329,0.6076703,-0.5146470000000001,0.21,0.99
123,0.0,4.92,old-time,-0.11333333333333329,0.6076703,-0.5146470000000001,0.21,0.99
124,0.0,4.96,old-time,-0.11333333333333329,0.6076703,-0.5146470000000001,0.21,0.99
125,0.0,5.0,old-time,-0.11333333333333329,0.6076703,-0.5146470000000001,0.21,0.99
126,0.0,5.04,old-time,-0.11333333333333329,0.6127564999999999,-0.5146470000000001,0.21,0.99
127,0.0,5.08,old-time,-0.11333333333333329,0.6127564999999999,-0.5146470000000001,0.21,0.99
128,0.0,5.12,old-time,-0.11333333333333329,0.6127564999999999,-0.5146470000000001,0.21,0.99
129,0.0,5.16,old-time,-0.11333333333333329,0.6127564999999999,-0.5146470000000001,0.21,0.99
130,0.0,5.2,old-time,-0.11333333333333329,0.6127564999999999,-0.5146470000000001,0.21,0.99
131,0.0,5.24,old-time,-0.11333333333333329,0.6127564999999999,-0.5146470000000001,0.21,0.99
132,0.0,5.28,old-time,-0.11333333333333329,0.6127564999999999,-0.5146470000000001,0.21,0.99
133,0.0,5.32,old-time,-0.11333333333333329,0.6127564999999999,-0.5146470000000001,0.21,0.99
134,0.0,5.36,old-time,-0.11333333333333329,0.6127564999999999,-0.5146470000000001,0.21,0.99
135,0.0,5.4,old-time,-0.11333333333333329,0.6127564999999999,-0.5146470000000001,0.21,0.99
136,0.0,5.44,old-time,-0.11333333333333329,0.6127564999999999,-0.5146470000000001,0.21,0.99
137,0.0,5.48,old-time,-0.11333333333333329,0.6127564999999999,-0.5146470000000001,0.21,0.99
138,0.0,5.52,old-time,-0.11333333333333329,0.6127564999999999,-0.5146470000000001,0.21,0.99
139,0.0,5.56,old-time,-0.11333333333333329,0.6127564999999999,-0.5146470000000001,0.21,0.99
140,0.0,5.6,old-time,-0.11333333333333329,0.6127564999999999,-0.5146470000000001,0.21,0.99
141,0.0,5.64,old-time,-0.11333333333333329,0.6127564999999999,-0.5146470000000001,0.21,0.99
142,0.0,5.68,old-time,-0.11333333333333329,0.6127564999999999,-0.5146470000000001,0.21,0.99
143,0.0,5.72,old-time,-0.11333333333333329,0.6127564999999999,-0.5146470000000001,0.21,0.99
144,0.0,5.76,old-time,-0.11333333333333329,0.6127564999999999,-0.5146470000000001,0.21,0.99
145,0.0,5.8,old-time,-0.11333333333333329,0.6127564999999999,-0.5146470000000001,0.21,0.99
146,0.0,5.84,old-time,-0.11333333333333329,0.6127564999999999,-0.5146470000000001,0.21,0.99
147,0.0,5.88,old-time,-0.11333333333333329,0.6127564999999999,-0.5146470000000001,0.21,0.99
148,0.0,5.92,old-time,-0.11333333333333329,0.6127564999999999,-0.5146470000000001,0.21,0.99
149,0.0,5.96,old-time,-0.11333333333333329,0.6127564999999999,-0.5146470000000001,0.21,0.99
150,0.0,6.0,old-time,-0.11333333333333329,0.6127564999999999,-0.5146470000000001,0.21,0.99
151,0.0,6.04,old-time,-0.11333333333333329,-0.1418404,-0.5146470000000001,0.21,0.99
152,0.0,6.08,old-time,-0.11333333333333329,-0.1418404,-0.5146470000000001,0.21,0.99
153,0.0,6.12,old-time,-0.11333333333333329,-0.1418404,-0.5146470000000001,0.21,0.99
154,0.0,6.16,old-time,-0.11333333333333329,-0.1418404,-0.5146470000000001,0.21,0.99
155,0.0,6.2,old-time,-0.11333333333333329,-0.1418404,-0.5146470000000001,0.21,0.99
156,0.0,6.24,old-time,-0.11333333333333329,-0.1418404,-0.5146470000000001,0.21,0.99
157,0.0,6.28,old-time,-0.11333333333333329,-0.1418404,-0.5146470000000001,0.21,0.99
158,0.0,6.32,old-time,-0.11333333333333329,-0.1418404,-0.5146470000000001,0.21,0.99
159,0.0,6.36,old-time,-0.11333333333333329,-0.1418404,-0.5146470000000001,0.21,0.99
160,0.0,6.4,old-time,-0.11333333333333329,-0.1418404,-0.5146470000000001,0.21,0.99
161,0.0,6.44,old-time,-0.11333333333333329,-0.1418404,-0.5146470000000001,0.21,0.99
162,0.0,6.48,old-time,-0.11333333333333329,-0.1418404,-0.5146470000000001,0.21,0.99
163,0.0,6.52,old-time,-0.11333333333333329,-0.1418404,-0.5146470000000001,0.21,0.99
164,0.0,6.56,old-time,-0.11333333333333329,-0.1418404,-0.5146470000000001,0.21,0.99
165,0.0,6.6,old-time,-0.11333333333333329,-0.1418404,-0.5146470000000001,0.21,0.99
166,0.0,6.64,old-time,-0.11333333333333329,-0.1418404,-0.5146470000000001,0.21,0.99
167,0.0,6.68,old-time,-0.11333333333333329,-0.1418404,-0.5146470000000001,0.21,0.99
168,0.0,6.72,so,-0.11333333333333329,-0.1418404,-0.5146470000000001,0.21,0.99
169,0.0,6.76,so,-0.11333333333333329,-0.1418404,-0.5146470000000001,0.21,0.99
170,0.0,6.8,so,-0.11333333333333329,-0.1418404,-0.5146470000000001,0.21,0.99
171,0.0,6.84,so,-0.11333333333333329,-0.1418404,-0.5146470000000001,0.21,0.99
172,0.0,6.88,so,-0.11333333333333329,-0.1418404,-0.5146470000000001,0.21,0.99
173,0.0,6.92,so,-0.11333333333333329,-0.1418404,-0.5146470000000001,0.21,0.99
174,0.0,6.96,so,-0.11333333333333329,-0.1418404,-0.5146470000000001,0.21,0.99
175,0.0,7.0,so,-0.11333333333333329,-0.1418404,-0.5146470000000001,0.21,0.99
176,0.0,7.04,so,-0.11333333333333329,0.34846327,-0.5146470000000001,0.21,0.99
177,0.0,7.08,so,-0.11333333333333329,0.34846327,-0.5146470000000001,0.21,0.99
178,0.0,7.12,so,-0.11333333333333329,0.34846327,-0.5146470000000001,0.21,0.99
179,0.0,7.16,so,-0.11333333333333329,0.34846327,-0.5146470000000001,0.21,0.99
180,0.0,7.2,high,-0.11333333333333329,0.34846327,-0.5146470000000001,0.21,0.99
181,0.0,7.24,high,-0.11333333333333329,0.34846327,-0.5146470000000001,0.21,0.99
182,0.0,7.28,high,-0.11333333333333329,0.34846327,-0.5146470000000001,0.21,0.99
183,0.0,7.32,high,-0.11333333333333329,0.34846327,-0.5146470000000001,0.21,0.99
184,0.0,7.36,high,-0.11333333333333329,0.34846327,-0.5146470000000001,0.21,0.99
185,0.0,7.4,high,-0.11333333333333329,0.34846327,-0.5146470000000001,0.21,0.99
186,0.0,7.44,high,-0.11333333333333329,0.34846327,-0.5146470000000001,0.21,0.99
187,0.0,7.48,high,-0.11333333333333329,0.34846327,-0.5146470000000001,0.21,0.99
188,0.0,7.52,high,-0.11333333333333329,0.34846327,-0.5146470000000001,0.21,0.99
189,0.0,7.56,high,-0.11333333333333329,0.34846327,-0.5146470000000001,0.21,0.99
190,0.0,7.6,high,-0.11333333333333329,0.34846327,-0.5146470000000001,0.21,0.99
191,0.0,7.64,high,-0.11333333333333329,0.34846327,-0.5146470000000001,0.21,0.99
192,0.0,7.68,high,-0.11333333333333329,0.34846327,-0.5146470000000001,0.21,0.99
193,0.0,7.72,high,-0.11333333333333329,0.34846327,-0.5146470000000001,0.21,0.99
194,0.0,7.76,high,-0.11333333333333329,0.34846327,-0.5146470000000001,0.21,0.99
195,0.0,7.8,high,-0.11333333333333329,0.34846327,-0.5146470000000001,0.21,0.99
196,0.0,7.84,high,-0.11333333333333329,0.34846327,-0.5146470000000001,0.21,0.99
197,0.0,7.88,high,-0.11333333333333329,0.34846327,-0.5146470000000001,0.21,0.99
198,0.0,7.92,high,-0.11333333333333329,0.34846327,-0.5146470000000001,0.21,0.99
199,0.0,7.96,high,-0.11333333333333329,0.34846327,-0.5146470000000001,0.21,0.99
200,0.0,8.0,high,-0.11333333333333329,0.34846327,-0.5146470000000001,0.21,0.99
201,0.0,8.04,high,-0.11333333333333329,0.17572951,-0.5146470000000001,0.21,0.99
202,0.0,8.08,high,-0.11333333333333329,0.17572951,-0.5146470000000001,0.21,0.99
203,0.0,8.12,high,-0.11333333333333329,0.17572951,-0.5146470000000001,0.21,0.99
204,0.0,8.16,high,-0.11333333333333329,0.17572951,-0.5146470000000001,0.21,0.99
205,0.0,8.2,high,-0.11333333333333329,0.17572951,-0.5146470000000001,0.21,0.99
