index,valence,seconds,words,polarity,image_valence,emo_watson,opensmile_valence,opensmile_arousal
0,0.0,0.0,so,0.0,0.395798,-0.916667,0.04,-0.04
1,0.2,0.04,so,0.0,0.395798,-0.916667,0.04,-0.04
2,0.2,0.08,so,0.0,0.395798,-0.916667,0.04,-0.04
3,0.2,0.12,so,0.0,0.395798,-0.916667,0.04,-0.04
4,0.2,0.16,so,0.0,0.395798,-0.916667,0.04,-0.04
5,0.2,0.2,so,0.0,0.395798,-0.916667,0.04,-0.04
6,0.2,0.24,so,0.0,0.395798,-0.916667,0.04,-0.04
7,0.2,0.28,so,0.0,0.395798,-0.916667,0.04,-0.04
8,0.2,0.32,so,0.0,0.395798,-0.916667,0.04,-0.04
9,0.2,0.36,so,0.0,0.395798,-0.916667,0.04,-0.04
10,0.2,0.4,so,0.0,0.395798,-0.916667,0.04,-0.04
11,0.2,0.44,so,0.0,0.395798,-0.916667,0.04,-0.04
12,0.2,0.48,so,0.0,0.395798,-0.916667,0.04,-0.04
13,0.2,0.52,so,0.0,0.395798,-0.916667,0.04,-0.04
14,0.2,0.56,so,0.0,0.395798,-0.916667,0.04,-0.04
15,0.2,0.6,so,0.0,0.395798,-0.916667,0.04,-0.04
16,0.2,0.64,we,0.0,0.395798,-0.916667,0.04,-0.04
17,0.2,0.68,we,0.0,0.395798,-0.916667,0.04,-0.04
18,0.2,0.72,will,0.0,0.395798,-0.916667,0.04,-0.04
19,0.2,0.76,will,0.0,0.395798,-0.916667,0.04,-0.04
20,0.2,0.8,will,0.0,0.395798,-0.916667,0.04,-0.04
21,0.2,0.84,will,0.0,0.395798,-0.916667,0.04,-0.04
22,0.2,0.88,will,0.0,0.395798,-0.916667,0.04,-0.04
23,0.2,0.92,be,0.0,0.395798,-0.916667,0.04,-0.04
24,0.2,0.96,be,0.0,0.395798,-0.916667,0.04,-0.04
25,0.2,1.0,before,0.0,0.395798,-0.916667,0.04,-0.04
26,0.2,1.04,before,0.0,0.44881874,-0.916667,0.04,-0.04
27,0.2,1.08,before,0.0,0.44881874,-0.916667,0.04,-0.04
28,0.2,1.12,before,0.0,0.44881874,-0.916667,0.04,-0.04
29,0.2,1.16,before,0.0,0.44881874,-0.916667,0.04,-0.04
30,0.2,1.2,before,0.0,0.44881874,-0.916667,0.04,-0.04
31,0.2,1.24,before,0.0,0.44881874,-0.916667,0.04,-0.04
32,0.2,1.28,before,0.0,0.44881874,-0.916667,0.04,-0.04
33,0.2,1.32,we,0.0,0.44881874,-0.916667,0.04,-0.04
34,0.3,1.36,we,0.0,0.44881874,-0.916667,0.04,-0.04
35,0.3,1.4,we,0.0,0.44881874,-0.916667,0.04,-0.04
36,0.3,1.44,we,0.0,0.44881874,-0.916667,-0.15,-0.15
37,0.3,1.48,we,0.0,0.44881874,-0.916667,-0.15,-0.15
38,0.3,1.52,were,0.0,0.44881874,-0.916667,-0.15,-0.15
39,0.3,1.56,were,0.0,0.44881874,-0.916667,-0.15,-0.15
40,0.3,1.6,interrupted,0.0,0.44881874,-0.916667,-0.15,-0.15
41,0.3,1.64,interrupted,0.0,0.44881874,-0.916667,-0.15,-0.15
42,0.3,1.68,interrupted,0.0,0.44881874,-0.916667,-0.15,-0.15
43,0.3,1.72,i,0.0,0.44881874,0.0,-0.15,-0.15
44,0.3,1.76,i,0.0,0.44881874,0.0,-0.15,-0.15
45,0.3,1.8,i,0.0,0.44881874,0.0,-0.15,-0.15
46,0.3,1.84,i,0.0,0.44881874,0.0,-0.15,-0.15
47,0.3,1.88,i,0.0,0.44881874,0.0,-0.15,-0.15
48,0.3,1.92,i,0.0,0.44881874,0.0,-0.15,-0.15
49,0.3,1.96,i,0.0,0.44881874,0.0,-0.15,-0.15
50,0.3,2.0,i,0.0,0.44881874,0.0,-0.15,-0.15
51,0.3,2.04,i,0.0,0.45661208,0.0,-0.15,-0.15
52,0.3,2.08,i,0.0,0.45661208,0.0,-0.15,-0.15
53,0.3,2.12,i,0.0,0.45661208,0.0,-0.15,-0.15
54,0.3,2.16,i,0.0,0.45661208,0.0,-0.15,-0.15
55,0.3,2.2,i,0.0,0.45661208,0.0,-0.15,-0.15
56,0.3,2.24,i,0.0,0.45661208,0.0,-0.15,-0.15
57,0.3,2.28,i,0.0,0.45661208,0.0,-0.15,-0.15
58,0.3,2.32,i,0.0,0.45661208,0.0,-0.15,-0.15
59,0.3,2.36,i,0.0,0.45661208,0.0,-0.15,-0.15
60,0.3,2.4,told,0.0,0.45661208,0.0,-0.15,-0.15
61,0.3,2.44,told,0.0,0.45661208,0.0,-0.15,-0.15
62,0.3,2.48,told,0.0,0.45661208,0.0,-0.15,-0.15
63,0.3,2.52,told,0.0,0.45661208,0.0,-0.15,-0.15
64,0.3,2.56,told,0.0,0.45661208,0.0,-0.15,-0.15
65,0.3,2.6,told,0.0,0.45661208,0.0,-0.15,-0.15
66,0.3,2.64,told,0.0,0.45661208,0.0,-0.15,-0.15
67,0.3,2.68,told,0.0,0.45661208,0.0,-0.15,-0.15
68,0.3,2.72,told,0.0,0.45661208,0.0,-0.15,-0.15
69,0.3,2.76,told,0.0,0.45661208,0.0,-0.15,-0.15
70,0.3,2.8,told,0.0,0.45661208,0.0,-0.15,-0.15
71,0.3,2.84,told,0.0,0.45661208,0.0,-0.15,-0.15
72,0.3,2.88,told,0.0,0.45661208,0.0,-0.15,-0.15
73,0.3,2.92,told,0.0,0.45661208,0.0,-0.15,-0.15
74,0.3,2.96,told,0.0,0.45661208,0.0,-0.15,-0.15
75,0.3,3.0,told,0.0,0.45661208,0.0,-0.15,-0.15
76,0.3,3.04,told,0.0,0.5533992,0.0,-0.15,-0.15
77,0.3,3.08,told,0.0,0.5533992,0.0,-0.15,-0.15
78,0.3,3.12,told,0.0,0.5533992,0.0,-0.15,-0.15
79,0.3,3.16,told,0.0,0.5533992,0.0,-0.15,-0.15
80,0.3,3.2,told,0.0,0.5533992,0.0,-0.15,-0.15
81,0.3,3.24,told,0.0,0.5533992,0.0,-0.15,-0.15
82,0.3,3.28,told,0.0,0.5533992,0.0,-0.15,-0.15
83,0.3,3.32,told,0.0,0.5533992,0.0,-0.15,-0.15
84,0.3,3.36,told,0.0,0.5533992,0.0,-0.15,-0.15
85,0.3,3.4,told,0.0,0.5533992,0.0,-0.15,-0.15
86,0.3,3.44,told,0.0,0.5533992,0.0,-0.15,-0.15
87,0.3,3.48,told,0.0,0.5533992,0.0,-0.15,-0.15
88,0.3,3.52,told,0.0,0.5533992,0.0,-0.15,-0.15
89,0.3,3.56,told,0.0,0.5533992,0.0,-0.15,-0.15
90,0.3,3.6,told,0.0,0.5533992,0.0,-0.15,-0.15
91,0.3,3.64,told,0.0,0.5533992,0.0,-0.15,-0.15
92,0.3,3.68,told,0.0,0.5533992,0.0,-0.15,-0.15
93,0.3,3.72,told,0.0,0.5533992,0.0,-0.15,-0.15
94,0.3,3.76,told,0.0,0.5533992,0.0,-0.15,-0.15
95,0.3,3.8,told,0.0,0.5533992,0.0,-0.15,-0.15
96,0.3,3.84,told,0.0,0.5533992,0.0,-0.15,-0.15
97,0.3,3.88,told,0.0,0.5533992,0.0,-0.15,-0.15
98,0.3,3.92,told,0.0,0.5533992,0.0,-0.15,-0.15
99,0.3,3.96,told,0.0,0.5533992,0.0,-0.15,-0.15
100,0.3,4.0,you,0.0,0.5533992,0.0,-0.15,-0.15
101,0.3,4.04,you,0.0,0.42386785,0.0,-0.15,-0.15
102,0.3,4.08,you,0.0,0.42386785,0.0,-0.15,-0.15
103,0.3,4.12,my,0.0,0.42386785,0.0,-0.15,-0.15
104,0.3,4.16,my,0.0,0.42386785,0.0,-0.15,-0.15
105,0.3,4.2,my,0.0,0.42386785,0.0,-0.15,-0.15
106,0.3,4.24,my,0.0,0.42386785,0.0,-0.15,-0.15
107,0.3,4.28,my,0.0,0.42386785,0.0,-0.15,-0.15
108,0.3,4.32,friend,0.0,0.42386785,0.0,-0.15,-0.15
109,0.3,4.36,friend,0.0,0.42386785,0.0,-0.15,-0.15
110,0.3,4.4,and,0.0,0.42386785,0.0,-0.15,-0.15
111,0.3,4.44,and,0.0,0.42386785,0.0,-0.15,-0.15
112,0.3,4.48,and,0.0,0.42386785,0.0,-0.15,-0.15
113,0.3,4.52,and,0.0,0.42386785,0.0,-0.15,-0.15
114,0.3,4.56,and,0.0,0.42386785,0.0,-0.15,-0.15
115,0.3,4.6,and,0.0,0.42386785,0.0,-0.15,-0.15
116,0.3,4.64,and,0.0,0.42386785,0.0,-0.15,-0.15
