index,valence,seconds,words,polarity,image_valence,emo_watson,opensmile_valence,opensmile_arousal
0,0.0,0.0,okay,0.65,0.4436738,0.8804350000000001,-0.18,-0.18
1,0.2,0.04,okay,0.65,0.4436738,0.8804350000000001,-0.18,-0.18
2,0.2,0.08,okay,0.65,0.4436738,0.8804350000000001,-0.18,-0.18
3,0.2,0.12,okay,0.65,0.4436738,0.8804350000000001,-0.18,-0.18
4,0.2,0.16,okay,0.65,0.4436738,0.8804350000000001,-0.18,-0.18
5,0.2,0.2,great,0.65,0.4436738,0.8804350000000001,-0.18,-0.18
6,0.2,0.24,great,0.65,0.4436738,0.8804350000000001,-0.18,-0.18
7,0.2,0.28,great,0.65,0.4436738,0.8804350000000001,-0.18,-0.18
8,0.2,0.32,great,0.65,0.4436738,0.8804350000000001,-0.18,-0.18
9,0.2,0.36,great,0.65,0.4436738,0.8804350000000001,-0.18,-0.18
10,0.2,0.4,great,0.65,0.4436738,0.8804350000000001,-0.18,-0.18
11,0.2,0.44,great,0.65,0.4436738,0.8804350000000001,-0.18,-0.18
12,0.2,0.48,great,0.65,0.4436738,0.8804350000000001,-0.18,-0.18
13,0.2,0.52,we,0.0,0.4436738,-0.916667,-0.18,-0.18
14,0.2,0.56,we,0.0,0.4436738,-0.916667,-0.18,-0.18
15,0.2,0.6,we,0.0,0.4436738,-0.916667,-0.18,-0.18
16,0.2,0.64,were,0.0,0.4436738,-0.916667,-0.18,-0.18
17,0.2,0.68,were,0.0,0.4436738,-0.916667,-0.18,-0.18
18,0.2,0.72,were,0.0,0.4436738,-0.916667,-0.18,-0.18
19,0.2,0.76,were,0.0,0.4436738,-0.916667,-0.18,-0.18
20,0.2,0.8,we,0.0,0.4436738,-0.916667,-0.18,-0.18
21,0.2,0.84,we,0.0,0.4436738,-0.916667,-0.18,-0.18
22,0.2,0.88,we,0.0,0.4436738,-0.916667,-0.18,-0.18
23,0.2,0.92,we,0.0,0.4436738,-0.916667,-0.18,-0.18
24,0.2,0.96,we,0.0,0.4436738,-0.916667,-0.18,-0.18
25,0.1,1.0,before,0.0,0.4436738,-0.916667,-0.18,-0.18
26,0.0,1.04,before,0.0,0.54640377,-0.916667,-0.18,-0.18
27,0.0,1.08,before,0.0,0.54640377,-0.916667,-0.18,-0.18
28,0.0,1.12,before,0.0,0.54640377,-0.916667,-0.18,-0.18
29,0.0,1.16,before,0.0,0.54640377,-0.916667,-0.18,-0.18
30,0.0,1.2,we,0.0,0.54640377,-0.916667,0.21,0.17
31,0.0,1.24,we,0.0,0.54640377,-0.916667,0.21,0.17
32,0.0,1.28,we,0.0,0.54640377,-0.916667,0.21,0.17
33,0.0,1.32,were,0.0,0.54640377,-0.916667,0.21,0.17
34,0.0,1.36,were,0.0,0.54640377,-0.916667,0.21,0.17
35,0.0,1.4,were,0.0,0.54640377,-0.916667,0.21,0.17
36,0.0,1.44,were,0.0,0.54640377,-0.916667,0.21,0.17
37,0.0,1.48,were,0.0,0.54640377,-0.916667,0.21,0.17
38,0.0,1.52,interrupted,0.0,0.54640377,-0.916667,0.21,0.17
39,0.0,1.56,interrupted,0.0,0.54640377,-0.916667,0.21,0.17
40,0.0,1.6,pray,-0.1,0.54640377,-0.6389199999999999,0.21,0.17
41,0.0,1.64,pray,-0.1,0.54640377,-0.6389199999999999,0.21,0.17
42,0.0,1.68,pray,-0.1,0.54640377,-0.6389199999999999,0.21,0.17
43,0.0,1.72,pray,-0.1,0.54640377,-0.6389199999999999,0.21,0.17
44,0.0,1.76,pray,-0.1,0.54640377,-0.6389199999999999,0.21,0.17
